GameID,Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,Amb
80390,18,1,18,-,1,39,0.25,8,R-skew,6,0,0
80391,22,0.05,3,-,1,109,0.2,-29,-,1,0,0
80392,67,0.4,-48,-,1,14,0.05,-2,Symm,9,-1,0
80393,27,1,27,-,1,49,0.2,30,-,1,0,0
80394,0,1,0,-,1,69,0.1,-11,Symm,9,0,0
80395,-7,1,-7,-,1,-6,0.99,-46,-,1,0,0
80396,32,0.25,12,Symm,3,17,1,17,-,1,0,0
80397,48,0.01,24,Symm,5,100,0.4,-28,R-skew,5,0,0
80398,88,0.05,13,-,1,36,0.75,-15,Symm,9,0,1
80399,23,1,23,-,1,85,0.1,16,-,1,0,0
80400,209,0.05,-11,R-skew,3,64,0.4,-43,-,1,0,0
80401,11,1,11,L-skew,4,77,0.1,2,Symm,7,0,0
80402,29,0.6,26,-,1,28,0.95,17,R-skew,6,0,1
80403,54,0.1,-15,-,1,28,0.25,-18,-,1,-1,1
80404,27,0.1,7,-,1,20,0.2,-4,Symm,3,0,0
80405,15,0.95,12,Symm,7,14,0.95,10,Symm,9,0,0
80406,26,0.4,23,-,1,24,1,24,-,1,0,0
80407,91,0.4,-47,R-skew,3,33,0.1,5,-,1,0,0
80408,13,1,13,-,1,9,0.75,-9,R-skew,8,0,0
80409,29,1,29,-,1,36,0.9,-22,Symm,9,0,0
80410,0,1,0,R-skew,4,41,0.2,-10,Symm,7,0,0
80411,180,0.05,0,-,1,7,0.99,-45,-,1,1,0
80412,23,1,23,-,1,31,0.5,21,Symm,3,0,0
80413,40,0.1,19,L-skew,3,34,0.75,-25,L-skew,3,0,0
80414,60,0.25,3,-,1,31,0.8,10,-,1,0,0
80415,7,1,7,-,1,14,0.8,-5,R-skew,2,0,0
80416,27,0.4,2,-,1,19,0.99,12,-,1,0,0
80417,223,0.1,-17,-,1,53,0.05,6,Symm,7,0,0
80418,2,0.6,-5,-,1,22,0.01,-2,R-skew,4,-1,0
80419,-9,1,-9,-,1,35,0.4,-25,-,1,0,0
80420,-4,1,-4,-,1,34,0.25,-14,Symm,9,0,1
80421,66,0.1,26,-,1,108,0.2,7,-,1,0,1
80422,25,0.5,17,Symm,7,25,0.5,10,R-skew,7,0,0
80423,3,1,3,-,1,5,0.9,-2,-,1,0,0
80424,-5,0.6,-13,-,1,51,0.25,-15,Symm,7,0,0
80425,30,0.75,-30,Symm,7,123,0.25,-18,-,1,0,0
80426,9,1,9,-,1,104,0.05,-4,L-skew,6,0,0
80427,34,0.25,2,-,1,26,0.1,11,-,1,0,0
80428,10,1,10,-,1,25,0.2,17,-,1,0,0
80429,194,0.1,4,Symm,3,33,0.5,16,Symm,9,0,0
80430,40,0.75,-4,-,1,127,0.25,4,-,1,0,0
80431,9,1,9,-,1,89,0.1,14,Symm,7,0,0
80432,-7,0.9,-13,-,1,27,0.01,-14,-,1,0,0
80433,27,1,27,-,1,117,0.05,30,-,1,0,0
80434,4,1,4,-,1,52,0.01,-4,-,1,0,0
80435,5,1,5,-,1,27,0.5,-10,-,1,0,0
80436,25,1,25,-,1,102,0.2,15,-,1,0,0
80437,64,0.2,-2,-,1,101,0.1,2,-,1,0,0
80438,19,1,19,-,1,35,0.5,24,Symm,7,0,0
80439,-10,1,-10,-,1,-7,0.95,-10,R-skew,5,0,0
80440,16,0.6,-19,-,1,22,0.8,-50,R-skew,6,-1,1
80441,21,1,21,-,1,41,0.8,-48,L-skew,5,0,1
80442,-3,1,-3,-,1,10,0.8,-40,-,1,0,0
80443,4,0.4,-1,-,1,71,0.1,-3,Symm,5,0,1
80444,39,0.1,-3,-,1,9,0.1,-3,-,1,0,0
80445,27,0.5,-33,-,1,39,0.25,-23,-,1,0,0
80446,24,1,24,-,1,46,0.01,21,-,1,0,0
80447,84,0.1,24,-,1,38,0.4,21,-,1,0,1
80448,8,0.8,3,-,1,14,0.4,9,-,1,0,0
80449,9,1,9,-,1,11,0.75,7,-,1,0,0
80450,79,0.4,-23,-,1,34,0.1,25,Symm,3,0,0
80451,63,0.05,3,Symm,5,20,0.1,2,-,1,1,0
80452,12,1,12,-,1,72,0.2,-1,R-skew,7,0,0
80453,72,0.01,19,Symm,3,18,0.25,13,-,1,0,0
80454,9,1,9,-,1,23,0.2,7,-,1,0,1
80455,6,1,6,-,1,25,0.5,-6,-,1,0,0
80456,17,1,17,-,1,29,0.1,13,Symm,7,0,1
80457,33,0.5,27,L-skew,6,29,0.8,9,L-skew,6,0,0
80458,28,0.9,-12,-,1,39,0.4,3,Symm,5,0,0
80459,45,0.5,7,-,1,35,0.75,6,-,1,0,1
80460,161,0.2,-19,-,1,23,0.6,4,Symm,7,0,0
80461,22,0.95,21,-,1,46,0.4,2,L-skew,2,0,1
80462,19,1,19,-,1,19,1,19,Symm,5,0,1
80463,5,1,5,-,1,91,0.1,-10,Symm,7,0,0
80464,30,1,30,-,1,30,0.99,-9,-,1,0,0
80465,-3,1,-3,-,1,2,0.4,-10,-,1,0,0
80466,47,0.6,-25,-,1,26,0.05,18,-,1,0,0
80467,49,0.25,-15,-,1,190,0.1,-17,-,1,0,0
80468,33,0.6,-19,Symm,5,21,0.1,2,Symm,9,0,1
80469,50,0.4,-5,-,1,31,0.05,6,-,1,0,0
80470,30,0.01,-6,-,1,42,0.4,-42,Symm,3,0,0
80471,-4,1,-4,-,1,112,0.1,-12,Symm,5,0,0
80472,11,1,11,-,1,158,0.1,-2,Symm,9,0,0
80473,43,0.01,8,Symm,5,124,0.05,-9,-,1,0,0
80474,17,1,17,-,1,60,0.05,14,-,1,0,0
80475,32,0.75,12,-,1,42,0.01,21,L-skew,3,0,0
80476,24,0.5,-38,Symm,7,-5,0.9,-16,Symm,9,1,0
80477,6,0.99,-36,-,1,12,0.75,-10,R-skew,2,0,0
80478,-5,1,-5,-,1,1,0.8,-19,-,1,0,0
80479,8,0.6,-9,Symm,3,33,0.2,-5,-,1,0,0
80480,11,0.8,-29,R-skew,6,5,0.25,3,-,1,0,0
80481,28,0.8,-18,-,1,24,0.75,-8,-,1,0,0
80482,14,1,14,-,1,23,0.6,11,-,1,0,0
80483,-10,1,-10,-,1,-10,0.8,-17,-,1,0,0
80484,7,1,7,-,1,70,0.2,-16,-,1,0,0
80485,5,0.4,-15,Symm,9,10,0.4,-14,Symm,5,0,0
80486,22,0.4,5,-,1,23,0.2,8,R-skew,4,0,0
80487,82,0.5,-46,-,1,77,0.05,24,Symm,3,0,0
80488,10,1,10,-,1,32,0.75,-45,R-skew,3,0,0
80489,-8,1,-8,-,1,5,0.6,-26,Symm,5,0,0
80490,10,0.5,-20,Symm,5,80,0.05,-7,-,1,-1,0
80491,10,1,10,L-skew,6,26,0.9,-18,-,1,0,0
80492,5,1,5,-,1,20,0.2,1,Symm,9,0,0
80493,42,0.5,-4,-,1,26,0.95,21,-,1,0,0
80494,22,0.8,-28,-,1,31,0.6,2,-,1,0,0
80495,54,0.5,-16,-,1,28,0.75,22,Symm,3,0,1
80496,22,0.95,6,-,1,210,0.25,-38,-,1,0,1
80497,53,0.5,-15,-,1,31,0.1,22,-,1,0,0
80498,17,1,17,-,1,33,0.2,9,-,1,0,0
80499,3,1,3,-,1,103,0.25,-39,-,1,0,0
80500,35,0.01,24,-,1,27,0.8,-27,Symm,7,0,0
80501,20,1,20,-,1,12,0.5,6,-,1,0,0
80502,13,0.75,9,L-skew,2,46,0.5,-30,L-skew,4,0,0
80503,25,1,25,-,1,26,0.99,-5,-,1,0,1
80504,29,0.01,5,Symm,9,12,0.5,6,Symm,9,1,0
80505,0,0.6,-13,-,1,28,0.25,-22,-,1,0,0
80506,20,1,20,-,1,27,0.5,22,Symm,5,0,0
80507,25,0.75,13,R-skew,5,32,0.8,21,-,1,0,0
80508,-9,1,-9,-,1,45,0.5,-46,L-skew,5,0,0
80509,100,0.05,-13,L-skew,3,37,0.1,-16,Symm,3,0,0
80510,41,0.1,8,-,1,63,0.4,-18,-,1,-1,0
80511,23,0.6,-47,-,1,53,0.25,-26,L-skew,5,0,0
80512,40,0.25,12,-,1,59,0.5,-12,Symm,7,0,0
80513,68,0.2,-11,-,1,6,0.75,-29,Symm,9,0,0
80514,37,0.05,14,-,1,19,0.4,4,L-skew,6,0,0
80515,51,0.4,16,-,1,54,0.75,-8,Symm,7,-1,1
80516,75,0.1,25,-,1,67,0.5,-4,-,1,0,0
80517,-5,1,-5,-,1,6,0.01,-6,-,1,0,0
80518,4,1,4,-,1,47,0.6,-40,R-skew,4,0,0
80519,73,0.01,8,L-skew,5,83,0.25,-17,Symm,9,0,0
80520,25,1,25,-,1,39,0.8,-24,-,1,0,0
80521,28,0.6,-34,R-skew,4,6,0.95,-9,-,1,0,1
80522,67,0.25,-9,Symm,5,43,0.01,6,-,1,-1,0
80523,6,0.9,-34,-,1,30,0.05,-2,-,1,0,0
80524,20,0.6,10,-,1,48,0.6,-10,-,1,0,0
80525,-3,1,-3,-,1,61,0.01,-8,L-skew,3,0,0
80526,-2,0.5,-10,Symm,5,-7,0.9,-33,Symm,3,0,1
80527,26,0.5,-38,L-skew,2,49,0.4,-47,-,1,0,0
80528,26,1,26,-,1,129,0.05,22,-,1,0,0
80529,15,0.6,8,-,1,19,0.8,-17,L-skew,2,0,0
80530,-4,0.99,-27,Symm,7,-4,0.75,-7,-,1,-1,0
80531,-2,1,-2,-,1,97,0.1,-14,R-skew,4,0,0
80532,2,1,2,-,1,95,0.25,-34,-,1,0,0
80533,18,1,18,-,1,178,0.1,3,-,1,0,0
80534,2,1,2,-,1,44,0.4,-18,-,1,0,0
80535,12,1,12,-,1,41,0.2,5,-,1,0,0
80536,84,0.5,-34,-,1,31,0.75,-5,L-skew,4,1,0
80537,2,1,2,-,1,6,0.9,-27,-,1,0,1
80538,23,0.8,18,L-skew,2,22,0.95,3,L-skew,4,0,0
80539,27,1,27,-,1,41,0.6,25,Symm,9,0,0
80540,58,0.4,-10,-,1,84,0.25,0,-,1,0,1
80541,21,0.75,-23,R-skew,5,48,0.25,6,-,1,0,0
80542,36,0.6,-29,-,1,28,0.6,-26,Symm,3,-1,0
80543,28,0.25,11,L-skew,2,58,0.4,-26,-,1,0,0
80544,3,1,3,-,1,15,0.2,1,-,1,0,0
80545,8,1,8,-,1,7,0.95,-26,-,1,0,0
80546,21,0.4,11,-,1,61,0.4,-15,R-skew,4,0,0
80547,19,0.99,18,Symm,3,61,0.4,-12,-,1,0,0
80548,-10,1,-10,-,1,-5,0.5,-26,R-skew,5,0,1
80549,-5,1,-5,-,1,40,0.01,-2,Symm,5,0,0
80550,23,0.95,22,R-skew,3,31,0.4,15,R-skew,3,0,0
80551,-1,0.95,-34,-,1,21,0.5,-34,-,1,0,1
80552,18,1,18,-,1,36,0.75,-23,R-skew,6,0,1
80553,19,0.6,-39,L-skew,6,22,0.5,-18,R-skew,7,0,1
80554,1,1,1,-,1,100,0.2,-23,Symm,7,0,0
80555,81,0.5,-39,-,1,21,1,21,Symm,7,0,0
80556,21,0.25,0,-,1,71,0.2,-13,-,1,0,0
80557,81,0.1,8,-,1,44,0.01,8,R-skew,3,1,0
80558,35,0.2,8,-,1,30,0.8,-29,-,1,0,0
80559,42,0.8,-24,-,1,70,0.5,-5,-,1,0,0
80560,66,0.4,-37,-,1,19,0.6,-39,R-skew,6,0,0
80561,28,1,28,-,1,46,0.4,28,Symm,7,0,0
80562,32,0.4,27,-,1,29,1,29,R-skew,3,0,0
80563,45,0.25,18,-,1,42,0.2,25,-,1,0,0
80564,-4,1,-4,-,1,42,0.2,-16,-,1,0,0
80565,0,1,0,-,1,28,0.1,-7,R-skew,5,0,0
80566,26,1,26,-,1,249,0.1,-2,-,1,0,0
80567,5,1,5,-,1,19,0.6,-11,Symm,9,0,0
80568,19,1,19,-,1,26,0.1,17,-,1,0,0
80569,72,0.2,-25,-,1,-6,1,-6,Symm,3,0,0
80570,7,1,7,-,1,21,0.9,13,-,1,0,1
80571,1,0.05,1,-,1,12,0.5,-12,Symm,9,0,0
80572,16,0.75,12,-,1,35,0.2,17,Symm,5,0,1
80573,29,1,29,-,1,103,0.2,21,R-skew,4,0,0
80574,0,1,0,-,1,54,0.4,-34,Symm,3,0,0
80575,60,0.01,15,-,1,42,0.25,0,-,1,0,0
80576,16,1,16,-,1,9,0.95,-1,R-skew,7,0,0
80577,-7,1,-7,-,1,-3,0.25,-15,R-skew,8,0,0
80578,4,1,4,-,1,14,0.75,12,-,1,0,0
80579,22,1,22,-,1,102,0.1,3,-,1,0,0
80580,7,1,7,-,1,13,0.75,6,L-skew,4,0,0
80581,-2,1,-2,-,1,33,0.4,-13,Symm,7,0,0
80582,28,0.4,3,-,1,25,0.05,14,-,1,0,0
80583,41,0.5,-31,R-skew,4,85,0.1,-14,L-skew,6,0,0
80584,23,0.9,23,L-skew,4,61,0.01,31,Symm,9,0,0
80585,22,0.75,-38,L-skew,3,5,0.75,-11,R-skew,7,0,0
80586,19,1,19,-,1,62,0.5,-30,Symm,3,0,0
80587,23,0.5,5,-,1,14,0.5,5,-,1,0,0
80588,59,0.4,-24,-,1,18,0.9,11,-,1,0,1
80589,-7,1,-7,-,1,2,0.5,-17,R-skew,7,0,0
80590,22,1,22,-,1,48,0.05,13,-,1,0,0
80591,21,1,21,-,1,22,0.99,7,-,1,0,0
80592,-10,1,-10,-,1,79,0.2,-39,Symm,5,0,0
80593,-2,0.8,-18,-,1,61,0.01,-4,R-skew,5,0,0
80594,138,0.2,-22,Symm,9,31,0.6,-31,L-skew,3,0,1
80595,24,1,24,-,1,30,0.01,27,Symm,9,0,0
80596,23,0.6,20,Symm,5,35,0.8,-24,Symm,9,0,0
80597,77,0.1,25,-,1,65,0.05,35,-,1,0,0
80598,0,1,0,-,1,57,0.2,-15,-,1,0,0
80599,16,1,16,-,1,48,0.25,-4,-,1,0,0
80600,21,1,21,Symm,9,23,0.95,11,-,1,0,1
80601,-4,1,-4,-,1,187,0.1,-25,-,1,0,0
80602,15,1,15,-,1,15,0.4,8,-,1,0,1
80603,23,1,23,-,1,59,0.01,19,-,1,0,0
80604,22,0.5,-16,Symm,9,11,0.5,-12,R-skew,3,0,0
80605,77,0.25,-35,-,1,5,0.4,-18,Symm,9,-1,0
80606,13,1,13,-,1,18,0.4,5,-,1,0,0
80607,23,0.6,10,-,1,106,0.1,15,-,1,1,0
80608,-2,1,-2,-,1,18,0.2,-1,-,1,0,1
80609,116,0.05,-4,Symm,9,116,0.05,0,-,1,0,1
80610,40,0.2,5,-,1,19,0.95,-5,-,1,1,1
80611,67,0.4,-48,R-skew,3,19,0.4,-10,-,1,0,0
80612,17,0.5,9,-,1,24,0.1,24,-,1,0,0
80613,26,1,26,-,1,63,0.25,16,R-skew,3,0,0
80614,75,0.25,-32,Symm,5,17,0.2,-19,-,1,0,0
80615,235,0.05,15,Symm,9,91,0.4,-19,L-skew,7,-1,0
80616,9,0.25,-6,R-skew,6,4,0.9,-22,-,1,0,0
80617,4,1,4,-,1,17,0.75,-37,Symm,7,0,0
80618,31,0.5,13,L-skew,2,49,0.25,16,-,1,-1,0
80619,35,0.6,-25,Symm,5,22,0.05,9,-,1,0,0
80620,29,1,29,-,1,38,0.1,26,-,1,0,1
80621,34,0.25,27,Symm,3,113,0.25,-6,-,1,1,0
80622,5,0.05,-10,-,1,-1,0.5,-16,R-skew,8,0,1
80623,19,1,19,-,1,17,0.9,9,Symm,3,0,0
80624,-4,1,-4,-,1,18,0.05,-8,-,1,0,0
80625,29,1,29,-,1,47,0.75,14,R-skew,5,0,0
80626,4,1,4,-,1,55,0.2,-10,-,1,0,0
80627,4,1,4,L-skew,3,241,0.1,-22,L-skew,2,0,0
80628,0,1,0,-,1,31,0.25,-10,Symm,9,0,0
80629,13,1,13,-,1,25,0.01,10,-,1,0,0
80630,49,0.05,23,Symm,5,162,0.1,20,L-skew,5,0,1
80631,4,0.25,-3,-,1,47,0.01,6,-,1,-1,0
80632,30,0.75,10,-,1,26,0.75,18,R-skew,2,0,1
80633,67,0.1,23,Symm,5,27,1,27,-,1,0,0
80634,10,0.6,-17,-,1,193,0.1,-24,-,1,0,1
80635,13,1,13,-,1,106,0.25,-9,L-skew,5,0,0
80636,8,0.75,-15,-,1,29,0.6,-21,-,1,0,0
80637,19,0.05,7,-,1,8,1,8,-,1,0,0
80638,6,0.6,-29,Symm,7,86,0.2,-29,-,1,0,1
80639,-2,1,-2,-,1,81,0.05,-5,Symm,7,0,0
80640,1,1,1,-,1,52,0.2,8,R-skew,2,0,0
80641,42,0.25,-25,-,1,13,0.5,-26,-,1,0,1
80642,57,0.4,-48,-,1,142,0.1,-20,-,1,0,1
80643,14,0.6,-1,-,1,10,0.99,-36,R-skew,4,0,0
80644,26,1,26,-,1,59,0.1,31,-,1,0,0
80645,0,1,0,-,1,68,0.01,0,L-skew,5,0,0
80646,0,1,0,-,1,-6,0.99,-12,-,1,0,0
80647,9,1,9,-,1,47,0.4,-14,-,1,0,0
80648,-9,1,-9,-,1,46,0.4,-46,Symm,7,0,0
80649,23,1,23,-,1,26,0.2,20,-,1,0,0
80650,12,1,12,-,1,57,0.25,11,-,1,0,0
80651,29,0.99,15,Symm,3,58,0.4,3,-,1,0,0
80652,26,0.25,-3,-,1,15,0.01,11,Symm,3,0,1
80653,-3,1,-3,-,1,19,0.2,-3,Symm,7,0,0
80654,24,1,24,-,1,24,0.95,10,-,1,0,0
80655,-3,1,-3,-,1,12,0.6,-36,-,1,0,0
80656,17,1,17,-,1,23,0.75,-14,-,1,0,0
80657,19,0.4,11,L-skew,5,15,0.75,3,-,1,0,1
80658,78,0.05,-7,-,1,7,0.05,1,Symm,5,0,0
80659,32,0.9,-7,Symm,3,28,1,28,-,1,0,0
80660,0,1,0,-,1,15,0.2,-2,-,1,0,0
80661,-3,1,-3,Symm,9,33,0.5,-33,-,1,0,0
80662,-9,1,-9,-,1,0,0.01,-17,-,1,0,0
80663,151,0.2,-19,-,1,25,0.99,19,Symm,7,0,0
80664,103,0.01,17,-,1,43,0.01,23,R-skew,4,0,0
80665,-10,1,-10,-,1,86,0.25,-43,Symm,3,0,0
80666,216,0.05,16,L-skew,7,21,0.99,12,Symm,7,0,0
80667,6,1,6,-,1,190,0.1,-3,-,1,0,0
80668,29,1,29,-,1,99,0.5,-43,-,1,0,0
80669,2,1,2,-,1,123,0.25,-25,-,1,0,0
80670,-5,1,-5,-,1,40,0.01,-6,L-skew,2,0,0
80671,17,1,17,-,1,33,0.75,17,Symm,3,0,0
80672,224,0.01,24,-,1,75,0.1,17,-,1,0,1
80673,82,0.4,-6,-,1,34,0.01,29,-,1,0,0
80674,9,1,9,-,1,29,0.6,-24,-,1,0,0
80675,45,0.6,-2,-,1,38,0.25,22,-,1,0,0
80676,10,1,10,-,1,176,0.25,-40,-,1,0,0
80677,-5,1,-5,-,1,106,0.01,-9,-,1,0,0
80678,20,0.2,10,-,1,12,1,12,Symm,3,0,0
80679,40,0.4,-3,R-skew,2,26,0.2,8,L-skew,5,0,0
80680,37,0.01,30,-,1,77,0.4,11,L-skew,7,0,0
80681,102,0.2,-4,-,1,59,0.1,12,Symm,5,0,0
80682,25,1,25,-,1,17,0.99,-34,Symm,7,0,0
80683,2,1,2,-,1,5,0.75,-3,Symm,7,0,0
80684,40,0.8,-17,-,1,52,0.25,27,R-skew,5,0,1
80685,17,1,17,-,1,66,0.2,0,L-skew,4,0,0
80686,60,0.2,-19,L-skew,2,12,0.6,-39,Symm,3,0,0
80687,11,1,11,-,1,153,0.2,-30,R-skew,6,0,0
80688,26,0.95,-5,-,1,32,0.75,12,-,1,0,0
80689,26,1,26,-,1,26,0.2,19,L-skew,3,0,0
80690,24,1,24,-,1,30,0.95,3,-,1,0,0
80691,31,0.9,-13,R-skew,4,45,0.75,11,-,1,0,0
80692,49,0.05,-10,-,1,6,0.1,-12,R-skew,4,0,0
80693,-2,1,-2,-,1,75,0.25,-34,-,1,0,1
80694,25,1,25,-,1,24,0.75,10,-,1,0,1
80695,30,0.1,13,-,1,49,0.05,18,-,1,0,0
80696,25,1,25,-,1,37,0.9,-7,-,1,0,1
80697,25,0.5,-17,-,1,17,0.6,-9,Symm,3,0,0
80698,25,0.6,15,L-skew,6,60,0.1,16,-,1,-1,0
80699,47,0.25,15,-,1,71,0.6,-17,Symm,9,0,0
80700,32,0.05,18,-,1,24,0.95,5,-,1,0,1
80701,33,0.75,-28,-,1,97,0.1,3,-,1,0,0
80702,30,0.05,24,-,1,55,0.4,24,-,1,0,0
80703,4,0.75,-4,-,1,15,0.25,3,-,1,0,0
80704,26,0.4,19,-,1,58,0.6,-33,Symm,9,0,0
80705,4,1,4,-,1,11,0.9,-27,R-skew,4,0,0
80706,16,0.8,4,-,1,85,0.4,-43,R-skew,5,0,0
80707,13,1,13,-,1,20,0.9,-19,-,1,0,0
80708,16,1,16,-,1,30,0.8,15,L-skew,6,0,0
80709,20,1,20,-,1,42,0.6,-13,-,1,0,0
80710,1,1,1,-,1,0,0.8,-19,-,1,0,0
80711,29,1,29,-,1,68,0.6,-4,Symm,9,0,0
80712,27,1,27,-,1,25,0.8,13,-,1,0,0
80713,15,1,15,-,1,31,0.4,-4,-,1,0,0
80714,25,0.4,7,-,1,100,0.25,-13,Symm,3,0,0
80715,61,0.25,13,-,1,64,0.4,-14,-,1,0,0
80716,17,0.99,-37,L-skew,5,18,0.4,16,-,1,0,1
80717,28,1,28,-,1,86,0.25,1,-,1,0,1
80718,11,1,11,-,1,55,0.1,-1,-,1,0,1
80719,0,0.75,-32,-,1,31,0.1,-12,L-skew,3,0,0
80720,7,1,7,-,1,25,0.75,-42,L-skew,2,0,1
80721,23,0.4,-29,-,1,115,0.1,-26,Symm,9,0,0
80722,18,1,18,-,1,21,0.8,19,-,1,0,1
80723,43,0.4,5,-,1,45,0.5,0,-,1,0,0
80724,8,0.5,-24,-,1,105,0.01,-6,Symm,9,1,1
80725,20,0.4,12,-,1,10,0.99,-19,R-skew,5,0,0
80726,10,1,10,-,1,5,0.5,4,Symm,5,0,0
80727,14,1,14,-,1,39,0.05,20,Symm,9,0,0
80728,30,0.6,28,-,1,43,0.5,24,-,1,0,0
80729,-10,1,-10,-,1,-6,0.75,-23,-,1,0,0
80730,-6,1,-6,-,1,50,0.1,-7,-,1,0,0
80731,19,1,19,-,1,28,0.95,6,-,1,0,0
80732,23,0.6,-7,-,1,12,0.75,-9,-,1,0,0
80733,79,0.2,8,Symm,3,21,0.5,16,-,1,0,0
80734,15,1,15,-,1,51,0.5,-18,L-skew,3,0,1
80735,25,0.9,-23,-,1,127,0.1,1,-,1,0,0
80736,25,1,25,-,1,26,0.9,-1,Symm,5,0,0
80737,44,0.5,-34,Symm,9,19,0.5,11,Symm,5,0,0
80738,35,0.25,-12,-,1,20,0.25,-8,-,1,0,0
80739,47,0.05,10,R-skew,7,18,0.9,-6,Symm,7,0,1
80740,25,0.8,20,-,1,30,0.75,28,-,1,0,0
80741,20,0.05,4,Symm,3,5,1,5,-,1,0,0
80742,26,1,26,-,1,29,0.95,-9,-,1,0,0
80743,4,1,4,-,1,13,0.01,1,L-skew,3,0,0
80744,25,1,25,-,1,90,0.25,7,-,1,0,0
80745,-8,1,-8,-,1,37,0.05,-15,Symm,5,0,0
80746,13,0.4,-5,-,1,52,0.2,-7,-,1,0,1
80747,25,0.5,5,R-skew,6,21,0.75,-15,-,1,0,0
80748,-6,1,-6,-,1,55,0.01,-3,-,1,0,0
80749,28,1,28,-,1,42,0.9,17,R-skew,3,0,0
80750,28,0.99,14,-,1,33,0.6,17,-,1,0,0
80751,-4,1,-4,-,1,32,0.6,-49,R-skew,5,0,0
80752,-8,0.95,-29,Symm,5,64,0.25,-43,-,1,0,1
80753,24,1,24,-,1,66,0.25,9,Symm,7,0,0
80754,14,1,14,Symm,3,87,0.1,2,-,1,0,0
80755,39,0.6,-48,L-skew,4,11,0.05,11,-,1,0,0
80756,20,1,20,-,1,165,0.2,-13,L-skew,7,0,1
80757,12,1,12,-,1,57,0.2,5,Symm,5,0,0
80758,27,1,27,L-skew,4,30,0.6,12,-,1,0,1
80759,25,1,25,-,1,56,0.5,-3,-,1,0,0
80760,12,1,12,-,1,9,0.99,-39,-,1,0,1
80761,30,1,30,-,1,33,0.2,31,Symm,5,0,0
80762,69,0.01,-10,-,1,-1,0.75,-46,-,1,0,1
80763,27,1,27,-,1,67,0.5,-29,-,1,0,0
80764,18,1,18,-,1,39,0.2,16,-,1,0,0
80765,30,1,30,-,1,117,0.4,-18,Symm,5,0,0
80766,0,1,0,-,1,79,0.25,-31,R-skew,7,0,0
80767,24,1,24,-,1,56,0.2,20,-,1,0,0
80768,10,1,10,-,1,55,0.5,-32,Symm,3,0,0
80769,-1,0.9,-7,-,1,32,0.25,-15,-,1,0,0
80770,28,1,28,-,1,72,0.01,29,-,1,0,1
80771,37,0.5,-23,-,1,8,0.95,-44,Symm,9,0,0
80772,1,1,1,-,1,14,0.01,2,-,1,0,0
80773,35,0.75,-25,R-skew,7,33,0.6,-1,Symm,5,0,0
80774,-4,0.2,-9,L-skew,3,71,0.1,-19,-,1,0,1
80775,70,0.4,-2,-,1,125,0.4,-22,L-skew,5,0,0
80776,85,0.5,-29,-,1,53,0.75,-16,-,1,0,0
80777,22,0.2,8,Symm,5,12,0.9,-13,R-skew,3,0,1
80778,88,0.4,-29,-,1,61,0.05,12,-,1,0,1
80779,0,1,0,-,1,55,0.1,2,Symm,7,0,0
80780,-5,1,-5,-,1,13,0.2,6,Symm,5,0,0
80781,9,1,9,-,1,55,0.2,-3,-,1,0,0
80782,44,0.75,-12,-,1,36,0.05,32,Symm,5,0,0
80783,4,1,4,-,1,59,0.1,9,-,1,0,0
80784,28,1,28,-,1,63,0.4,10,Symm,7,0,0
80785,112,0.2,-23,-,1,38,0.05,7,-,1,0,0
80786,1,1,1,-,1,-2,0.75,-11,Symm,3,0,0
80787,-9,1,-9,-,1,-9,0.9,-11,-,1,0,0
80788,8,0.2,4,Symm,9,16,0.75,-10,R-skew,3,0,0
80789,14,1,14,-,1,71,0.5,-31,R-skew,2,0,0
80790,139,0.2,-36,-,1,14,0.01,4,Symm,9,0,1
80791,-2,1,-2,-,1,-5,0.99,-21,L-skew,2,0,0
80792,17,1,17,-,1,15,0.99,-1,-,1,0,0
80793,16,1,16,-,1,24,0.5,15,-,1,0,0
80794,13,1,13,-,1,22,0.95,-5,Symm,3,0,1
80795,5,0.6,-3,Symm,3,2,1,2,Symm,3,0,1
80796,5,1,5,-,1,52,0.05,4,-,1,0,0
80797,14,1,14,-,1,38,0.6,-38,-,1,0,0
80798,-8,1,-8,-,1,20,0.25,-27,-,1,0,0
80799,21,0.05,19,R-skew,2,25,0.2,11,Symm,5,0,0
80800,9,0.1,-5,-,1,-5,0.95,-28,-,1,-1,0
80801,-5,1,-5,-,1,-13,0.95,-42,-,1,0,0
80802,41,0.4,3,-,1,18,1,18,Symm,3,0,0
80803,-7,1,-7,R-skew,7,37,0.05,-17,-,1,0,0
80804,0,1,0,-,1,18,0.4,7,Symm,9,0,0
80805,15,1,15,-,1,33,0.25,17,R-skew,2,0,0
80806,-4,1,-4,-,1,101,0.25,-42,-,1,0,0
80807,22,1,22,-,1,20,0.95,-18,Symm,5,0,1
80808,15,0.8,-5,-,1,32,0.6,-23,-,1,0,0
80809,0,0.95,-35,-,1,21,0.1,-4,R-skew,5,0,0
80810,3,1,3,-,1,5,0.01,2,Symm,9,0,1
80811,3,1,3,-,1,9,0.25,-1,-,1,0,1
80812,26,0.1,15,-,1,41,0.01,22,R-skew,7,0,0
80813,30,0.1,-9,-,1,38,0.25,-15,-,1,0,1
80814,20,1,20,-,1,29,0.6,15,L-skew,3,0,0
